,name
192567,Spellweaver Eternal
192586,Striped Riverwinder
192616,Tragic Lesson
192625,"Unesh, Criosphinx Sovereign"
192636,Unquenchable Thirst
192654,Vizier of the Anointed
192672,Ammit Eternal
192683,Apocalypse Demon
192694,Banewhip Punisher
192702,Bontu's Last Reckoning
192721,Doomfall
192730,Dreamstealer
192740,Grisly Survivor
192749,Hour of Glory
192758,Khenra Eternal
192767,Lethal Sting
192776,Liliana's Defeat
192785,Lurching Rotbeast
192795,Marauding Boneslasher
192804,Merciless Eternal
192813,Moaning Wall
192831,Razaketh's Rite
192842,Ruin Rat
192852,Scrounger of Souls
192861,Torment of Hailfire
192870,Torment of Scarabs
192880,Torment of Venom
192889,Vile Manifestation
192900,Without Weakness
192909,Wretched Camel
192929,Blur of Blades
192938,Burning-Fist Minotaur
192947,Chandra's Defeat
192957,Chaos Maw
192966,Crash Through
192977,Defiant Khenra
192986,Earthshaker Khenra
192997,Fervent Paincaster
193006,Firebrand Archer
193014,Frontline Devastator
193023,Gilded Cerodon
193032,Granitic Titan
193041,Hazoret's Undying Fury
193050,Hour of Devastation
193061,Imminent Doom
193070,Inferno Jet
193079,Khenra Scrapper
193096,Magmaroth
193105,Manticore Eternal
193124,Open Fire
193133,Puncturing Blow
193142,Sand Strangler
193151,Thorned Moloch
193160,Wildfire Eternal
193178,Beneath the Sands
193187,Bitterbow Sharpshooters
193196,Devotee of Strength
193205,Dune Diviner
193214,Feral Prowler
193223,Frilled Sandwalla
193232,Gift of Strength
193240,Harrier Naga
193249,Hope Tender
193258,Hour of Promise
193268,Life Goes On
193288,Nissa's Defeat
193297,Oasis Ritualist
193315,Pride Sovereign
193324,Quarry Beetle
193333,Rampaging Hippo
193352,Ramunap Hydra
193363,Resilient Khenra
193372,Rhonas's Last Stand
193381,Rhonas's Stalwart
193390,Sidewinder Naga
193408,Tenacious Hunter
193417,Uncage the Menagerie
193457,Obelisk Spider
193466,Resolute Survivors
193484,"Samut, the Tested"
193503,The Scorpion God
193512,Unraveling Mummy
193535,Consign // Oblivion
193550,Claim // Fame
193566,Struggle // Survive
193580,Appeal // Authority
193594,Leave // Chance
193610,Reason // Believe
193624,Grind // Dust
193652,Driven // Despair
193677,Crook of Condemnation
193686,Dagger of the Worthy
193695,God-Pharaoh's Gift
193705,Graven Abomination
193714,Hollow One
193763,Wall of Forgotten Pharaohs
193773,Crypt of the Eternals
193801,Desert of the Indomitable
193829,Dunes of the Dead
193847,Hashep Oasis
193867,Ifnir Deadlands
193876,Ipnu Rivulet
193886,Ramunap Ruins
193907,Shefet Dunes
193915,Survivors' Encampment
194063,"Nissa, Genesis Mage"
194068,Avid Reclaimer
194074,Brambleweft Behemoth
194080,Nissa's Encouragement
194093,"Nicol Bolas, the Deceiver"
194099,Wasp of the Bitter End
194112,Visage of Bolas
194127,Adarkar Unicorn
194131,Arctic Foxes
194143,Battle Cry
194147,Black Scarab
194160,Blue Scarab
194164,Call to Arms
194193,Cold Snap
194197,Cooperation
194211,Drought
194215,Elvish Healer
194219,Enduring Renewal
194224,Energy Storm
194229,Formation
194234,Fylgja
194238,General Jarkeld
194243,Green Scarab
194247,Hallowed Ground
194263,Kelsinko Ranger
194272,Kjeldoran Guard
194276,Kjeldoran Knight
194281,Kjeldoran Phalanx
194294,Kjeldoran Skyknight
194298,Kjeldoran Warrior
194302,Lightning Blow
194307,Lost Order of Jarkeld
194311,Mercenaries
194328,Rally
194332,Red Scarab
194349,Snow Hound
194360,Warning
194364,White Scarab
194368,Arnjlot's Ascent
194372,Balduvian Conjurer
194376,Balduvian Shaman
194391,Breath of Dreams
194395,Clairvoyance
194408,Dreams of the Dead
194416,Errant Minion
194425,Force Void
194443,Icy Prison
194447,Illusionary Forces
194451,Illusionary Presence
194456,Illusionary Terrain
194460,Illusionary Wall
194464,Illusions of Grandeur
194469,Infuse
194482,Mesmeric Trance
194492,Musician
194497,Mystic Might
194507,Phantasmal Mount
194512,Polar Kraken
194530,Ray of Erasure
194534,Reality Twist
194542,Shyft
194550,Silver Erne
194563,Snowfall
194567,Soldevi Machinist
194576,Thunder Wall
194588,Winter's Chill
194593,Word of Undoing
194606,Zuran Enchanter
194625,Brine Shaman
194629,Burnt Offering
194638,Dance of the Dead
194653,Demonic Consultation
194658,Dread Wight
194672,Flow of Maggots
194686,Gaze of Pain
194690,Gravebind
194700,Hoar Shade
194712,Icequake
194717,Infernal Darkness
194721,Infernal Denizen
194736,Krovikan Elementalist
194744,Krovikan Vampire
194757,Leshrac's Sigil
194761,Lim-Dûl's Cohort
194765,Lim-Dûl's Hex
194777,Mind Whip
194782,Minion of Leshrac
194787,Minion of Tevesh Szat
194796,Moor Fiend
194805,Norritt
194809,Oath of Lim-Dûl
194814,Pestilence Rats
194822,Seizures
194826,Songs of the Damned
194836,Soul Kiss
194840,Spoils of Evil
194845,Spoils of War
194850,Stench of Evil
194863,Withering Wisps
194868,Aggression
194872,Anarchy
194877,Avalanche
194885,Balduvian Hydra
194889,Barbarian Guides
194893,Battle Frenzy
194897,Bone Shaman
194901,Brand of Ill Omen
194906,Chaos Lord
194910,Chaos Moon
194919,Curse of Marit Lage
194923,Dwarven Armory
194944,Glacial Crevasses
194953,Goblin Sappers
194957,Goblin Ski Patrol
194966,Grizzled Wolverine
194984,Karplusan Giant
194997,Márton Stromgald
195002,Melee
195006,Melting
195010,Meteor Shower
195018,Mudslide
195040,Orcish Librarian
195084,Stonehands
195088,Tor Giant
195092,Total War
195100,Wall of Lava
195117,Blizzard
195121,Brown Ouphe
195129,Dire Wolves
195133,Earthlore
195141,Essence Filter
195145,Fanatical Fever
195153,Forbidden Lore
195157,Forgotten Lore
195165,Freyalise Supplicant
195169,Freyalise's Charm
195173,Freyalise's Winds
195191,Fyndhorn Pollen
195200,Gorilla Pack
195204,Hot Springs
195216,Juniper Order Druid
195229,Maddening Wind
195238,Pale Bears
195243,Pygmy Allosaurus
195247,Pyknite
195255,Rime Dryad
195259,Ritual of Subdual
195271,Snowblind
195281,Stunted Growth
195289,Thermokarst
195302,Touch of Vitae
195306,Trailblazer
195310,Venomous Breath
195314,Wall of Pine Needles
195318,Whiteout
195322,Wiitigo
195340,Yavimaya Gnats
195344,Altar of Bone
195349,Centaur Archer
195353,Chromatic Armor
195362,Earthlink
195367,Elemental Augury
195371,Essence Vortex
195379,Fire Covenant
195384,Flooded Woodlands
195389,Fumarole
195393,Ghostly Flame
195403,Glaciers
195407,Hymn of Rebirth
195412,Kjeldoran Frostbeast
195416,Merieke Ri Berit
195421,Monsoon
195425,Mountain Titan
195430,Reclamation
195434,Skeleton Ship
195439,Spectral Shield
195443,Storm Spirit
195447,Stormbind
195457,Adarkar Sentinel
195461,Aegis of the Meek
195466,Amulet of Quoz
195470,Arcum's Sleigh
195480,Arcum's Whistle
195489,Baton of Morale
195493,Celestial Sword
195502,Despotic Scepter
195510,Fyndhorn Bow
195514,Goblin Lyre
195518,Hematite Talisman
195522,Ice Cauldron
195540,Jester's Mask
195545,Jeweled Amulet
195550,Lapis Lazuli Talisman
195554,Malachite Talisman
195558,Nacre Talisman
195562,Naked Singularity
195566,Onyx Talisman
195578,Runed Arch
195582,Shield of the Ages
195591,Snow Fortress
195596,Soldevi Golem
195601,Soldevi Simulacrum
195605,Staff of the Ages
195609,Sunstone
195625,Vibrating Sphere
195633,Wall of Shields
195637,War Chariot
195646,Zuran Orb
195659,Glacial Chasm
195664,Halls of Mist
195677,Land Cap
195682,Lava Tubes
195687,River Delta
195697,Timberline Ridge
195706,Veldt
199034,Abzan Battle Priest
199080,Angelic Accord
199130,Benevolent Ancestor
199139,Blinding Mage
199148,Burrenton Forge-Tender
199184,"Elesh Norn, Grand Cenobite"
199193,Emerge Unscathed
199203,Emeria Angel
199221,Guard Duty
199230,Guided Strike
199257,Path of Bravery
199268,Pentarch Ward
199307,Serra Ascendant
199317,Stalwart Aven
199418,Bewilder
199427,Cephalid Broker
199468,Cryptic Command
199488,Diminish
199507,Distortion Strike
199516,Doorkeeper
199570,Illusory Angel
199587,Jhessian Thief
199596,"Jin-Gitaxias, Core Augur"
199684,Riverwheel Aerialists
199721,"Teferi, Mage of Zhalfir"
199779,Bladewing's Thrall
199788,Bloodghast
199798,Bogbrew Witch
199827,Dead Reveler
199855,Eternal Thirst
199864,Festering Newt
199891,Haunting Hymn
199931,Mer-Ek Nightblade
199970,"Ob Nixilis, the Fallen"
200036,"Sheoldred, Whispering One"
200072,Ulcerate
200082,Virulent Swipe
200101,Wrench Mind
200244,Fury Charm
200291,Keldon Halberdier
200330,Mark of Mutiny
200427,Thundermaw Hellkite
200476,Aerial Predation
200494,Carven Caryatid
200530,Durkwood Baloth
200567,Genesis Wave
200578,Greater Basilisk
200663,Lotus Cobra
200682,Nantuko Shaman
200720,Overgrown Battlement
200728,Phantom Tiger
200738,Prey's Vengeance
200747,Primeval Titan
200775,Sultai Flayer
200792,Undercity Troll
200801,"Vorinclex, Voice of Hunger"
200973,Rosheen Meanderer
201042,Bubbling Cauldron
201088,Manakin
201219,Trepanation Blade
201413,Alabaster Leech
201433,Ardent Soldier
201443,"Atalya, Samite Master"
201453,Benalish Emissary
201463,Benalish Heralds
201483,Benalish Trapper
201493,Blinding Light
201503,Capashen Unicorn
201513,Crimson Acolyte
201522,Crusading Knight
201533,Death or Glory
201554,Divine Presence
201565,Fight or Flight
201576,Glimmering Angel
201586,Global Ruin
201596,Harsh Judgment
201615,Liberate
201624,Obsidian Acolyte
201633,Orim's Touch
201643,Pledge of Loyalty
201654,Prison Barricade
201664,Protective Sphere
201674,Pure Reflection
201684,Rampant Elephant
201704,Restrain
201723,Rewards of Diversity
201756,Ruham Djinn
201766,Samite Ministration
201786,Spirit of Resistance
201807,Strength of Unity
201816,Sunscape Apprentice
201826,Sunscape Master
201835,Teferi's Care
201845,Wayfaring Giant
201855,Winnow
201865,Barrin's Unmaking
201874,Blind Seer
201885,Breaking Wave
201896,Collective Restraint
201905,Crystal Spray
201916,Disrupt
201937,Dream Thrush
201948,Empress Galina
201959,Essence Leak
201990,Faerie Squadron
202001,Mana Maze
202011,Manipulate Fate
202020,Metathran Aerostat
202029,Metathran Transport
202040,Metathran Zombie
202070,Probe
202090,Psychic Battle
202101,Rainbow Crow
202121,Sapphire Leech
202140,Shoreline Raider
202159,Stormscape Apprentice
202169,Stormscape Master
202178,Sway of Illusion
202189,Teferi's Response
202199,Temporal Distortion
202209,Tidal Visionary
202219,Tolarian Emissary
202229,Tower Drake
202247,Vodalian Hypnotist
202257,Vodalian Merchant
202266,Vodalian Serpent
202287,Well-Laid Plans
202306,Zanam Djinn
202316,Addle
202336,Andradite Leech
202356,Bog Initiate
202377,Crypt Angel
202397,Defiling Tears
202407,Desperate Research
202417,Devouring Strossus
202427,Do or Die
202438,Dredge
202448,Duskwalker
202467,Firescreamer
202477,Goham Djinn
202505,Marauding Knight
202515,Mourning
202526,Nightscape Apprentice
202536,Nightscape Master
202567,Phyrexian Infiltrator
202578,Phyrexian Reaper
202587,Phyrexian Slayer
202637,Scavenged Weaponry
202660,Spreading Plague
202670,Tainted Well
202680,Trench Wurm
202691,Tsabo's Assassin
202701,Tsabo's Decree
202723,Urborg Emissary
202733,Urborg Phantom
202742,Urborg Shambler
202752,Urborg Skeleton
202767,Yawgmoth's Agenda
202777,Ancient Kavu
202787,Bend or Break
202806,Callous Giant
202816,Chaotic Strike
202826,Collapsing Borders
202836,Crown of Flames
202846,Firebrand Ranger
202856,Ghitu Fire
202866,Goblin Spy
202876,Halam Djinn
202886,Hooded Kavu
202895,Kavu Aggressor
202905,Kavu Monarch
202915,Kavu Runner
202923,Kavu Scout
202932,Lightning Dart
202942,Loafing Giant
202952,Mages' Contest
202982,Overload
202991,Pouncing Kavu
203020,Ruby Leech
203030,Savage Offensive
203039,Scarred Puma
203048,Scorching Lava
203058,Searing Rays
203068,Shivan Emissary
203078,Shivan Harvest
203088,Skittish Kavu
203109,Slimy Kavu
203118,Stand or Fall
203139,Tectonic Instability
203150,Thunderscape Apprentice
203160,Thunderscape Master
203179,Turf Wound
203199,Viashino Grappler
203208,Zap
203229,Bind
203239,Blurred Mongoose
203249,Canopy Surge
203259,Elfhame Sanctuary
203280,Explosive Growth
203306,Jade Leech
203316,Kavu Chameleon
203335,Kavu Lair
203346,Kavu Titan
203357,Llanowar Cavalry
203366,Llanowar Elite
203376,Llanowar Vanguard
203415,Pincer Spider
203426,Pulse of Llanowar
203446,Quirion Sentinel
203456,Quirion Trailblazer
203465,Restock
203475,Rooting Kavu
203485,Saproling Infestation
203506,Scouting Trek
203516,Serpentine Kavu
203526,Sulam Djinn
203536,Tangle
203565,Thornscape Master
203584,Treefolk Healer
203625,Vigorous Charge
203634,Wallop
203644,Wandering Stream
203654,Whip Silk
203675,Aether Rift
203704,Armored Guardian
203745,Backlash
203756,Barrin's Spite
203776,Captain Sisay
203808,Cinder Shade
203818,Coalition Victory
203849,"Dromar, the Banisher"
203860,Dueling Grounds
203889,Galina's Knight
203920,Horned Cheetah
203930,Hunting Kavu
203941,"Kangee, Aerie Keeper"
203952,Llanowar Knight
203972,Meteor Storm
203982,Noble Panther
203992,Ordered Migration
204002,Overabundance
204013,Plague Spores
204033,Raging Kavu
204043,Reckless Assault
204064,Reviving Vapors
204095,Sabertooth Nishoba
204105,Samite Archer
204115,Seer's Vision
204125,Shivan Zombie
204135,Simoon
204145,Sleeper's Robe
204155,Slinking Serpent
204165,Smoldering Tar
204185,Stalking Assassin
204196,Sterling Grove
204207,Teferi's Moat
204229,Tsabo Tavoc
204261,Vicious Kavu
204271,Vile Consumption
204282,Vodalian Zombie
204303,Voracious Cobra
204313,Wings of Hope
204323,Yavimaya Barbarian
204333,Yavimaya Kavu
204415,Alloy Golem
204425,Bloodstone Cameo
204435,Chromatic Sphere
204446,Crosis's Attendant
204456,Darigaaz's Attendant
204466,Drake-Skull Cameo
204476,Dromar's Attendant
204486,Juntu Stakes
204497,Lotus Guardian
204518,Phyrexian Lens
204547,Rith's Attendant
204557,Seashell Cameo
204567,Sparring Golem
204577,Tek
204587,Tigereye Cameo
204597,Treva's Attendant
204607,Troll-Horn Cameo
204616,Tsabo's Web
204627,Urza's Filter
204637,Ancient Spring
204647,Archaeological Dig
204678,Geothermal Crevice
204687,Irrigation Ditch
204697,Keldon Necropolis
204727,Sulfur Vent
204738,Tinder Farm
204928,Abbey Griffin
204938,Angel of Flight Alabaster
204948,Angelic Overseer
204959,Avacynian Priest
204999,Cloistered Youth // Unholy Fiend
205053,Elite Inquisitor
205064,Feeling of Dread
205083,Gallows Warden
205171,Nevermore
205182,Paraselene
205221,Selfless Cathar
205259,Spare from Evil
205269,Spectral Rider
205279,Stony Silence
205290,Thraben Purebloods
205300,Thraben Sentry // Thraben Militia
205325,Urgent Exorcism
205345,Voiceless Spirit
205355,Armored Skaab
205365,Back from the Brink
205375,Battleground Geist
205394,Civilized Scholar // Homicidal Brute
205430,Curse of the Bloody Tome
205494,Fortress Crab
205504,Frightful Delusion
205513,Grasp of Phantoms
205522,Hysterical Blindness
205532,Invisible Stalker
205543,Laboratory Maniac
205553,Lantern Spirit
205562,Lost in the Mist
205572,Ludevic's Test Subject // Ludevic's Abomination
205598,Memory's Journey
205609,Mindshrieker
205619,Mirror-Mad Phantasm
205629,Moon Heron
205647,Rooftop Storm
205667,Selhoff Occultist
205677,Sensory Deprivation
205704,Skaab Ruinator
205715,Snapcaster Mage
205725,Spectral Flight
205744,Stitcher's Apprentice
205753,Sturmgeist
205771,Undead Alchemist
205811,Bitterheart Witch
205832,Bloodline Keeper // Lord of Lineage
205869,Corpse Lunge
205878,Curse of Death's Hold
205888,Curse of Oblivion
205944,Ghoulcaller's Chant
205965,Gruesome Deformity
205975,Heartless Summoning
205993,Manor Skeleton
206004,Markov Patrician
206014,Maw of the Mire
206042,Night Terrors
206061,Rotting Fensnake
206070,Screeching Bat // Stalking Vampire
206096,Skeletal Grimace
206185,Village Cannibals
206194,Walking Corpse
206242,Bloodcrazed Neonate
206283,Crossway Vampire
206293,Curse of Stalked Prey
206314,Curse of the Pierced Heart
206345,Falkenrath Marauders
206354,Feral Ridgewolf
206364,Furor of the Bitten
206384,Hanweir Watchkeep // Bane of Hanweir
206400,Harvest Pyre
206409,Heretic's Punishment
206419,Infernal Plunge
206429,Instigator Gang // Wildblood Pack
206447,Into the Maw of Hell
206457,Kessig Wolf
206466,Kruin Outlaw // Terror of Kruin Pass
206483,Night Revelers
206493,Nightbird's Clutches
206523,Rage Thrower
206544,Reckless Waif // Merciless Predator
206560,Riot Devils
206578,Scourge of Geier Reach
206597,Stromkirk Noble
206607,Tormented Pariah // Rampaging Werewolf
206624,Traitorous Blood
206633,Vampiric Fury
206644,Village Ironsmith // Ironfang
206689,Bramblecrush
206699,Caravan Vigil
206717,Darkthicket Wolf
206727,Daybreak Ranger // Nightfall Predator
206745,Elder of Laurels
206754,Essence of the Wild
206773,Full Moon's Rise
206783,"Garruk Relentless // Garruk, the Veil-Cursed"
206800,Gatstaf Shepherd // Gatstaf Howler
206816,Gnaw to the Bone
206825,Grave Bramble
206835,Grizzled Outcasts // Krallenhorde Wantons
206851,Gutter Grime
206872,Hollowhenge Scavenger
206892,Kindercatch
206902,Lumberknot
206912,Make a Wish
206921,Mayor of Avabruck // Howlpack Alpha
206949,Moonmist
206981,Orchard Spirit
206990,Parallel Lives
207010,Ranger's Guile
207020,Somberwald Spider
207076,Ulvenwald Mystics // Ulvenwald Primordials
207092,Villagers of Estwald // Howlpack of Estwald
207108,Woodland Sleuth
207117,Wreath of Geists
207144,"Grimgrin, Corpse-Born"
207154,Olivia Voldaren
207165,Blazing Torch
207185,Cellar Door
207203,Creepy Doll
207211,Demonmail Hauberk
207231,Geistcatcher's Rig
207240,Ghoulcaller's Bell
207248,Graveyard Shovel
207268,Inquisitor's Flail
207277,Manor Gargoyle
207295,One-Eyed Scarecrow
207326,Silver-Inlaid Dagger
207355,Witchbane Orb
207366,Wooden Stake
207438,Moorland Haunt
207469,Stensia Bloodhall
208021,"Agrus Kos, Eternal Soldier"
208026,Angelic Cub
208031,Chains of Custody
208035,Distinguished Conjurer
208039,Ingenious Leonin
208044,"Lita, Mechanical Engineer"
208050,Magnanimous Magistrate
208054,"Preston, the Vanisher"
208059,"Alandra, Sky Dreamer"
208064,Biblioplex Kraken
208069,Hold for Questioning
208075,Isu the Abominable
208080,"Kenessos, Priest of Thassa"
208085,Launch Mishap
208090,Merfolk Pupil
208095,Pirated Copy
208100,Soul Read
208104,Synchronized Eviction
208108,Ashcoat of the Shadow Swarm
208113,Conductor of Cacophony
208118,Creeping Bloodsucker
208123,Deadly Plot
208128,Disciple of Perdition
208133,Ossuary Rats
208137,Rodolf Duskbringer
208142,Skullslither Worm
208146,Suspicious Shambler
208150,Termination Facilitator
208155,"Ardoz, Cobbler of War"
208160,"Auntie Blyte, Bad Influence"
208165,Brazen Cannonade
208171,Coalborn Entity
208175,Daring Piracy
208180,Goblin Researcher
208185,"Mizzix, Replica Rider"
208191,Ogre Battlecaster
208196,Plundering Predator
208200,Benevolent Hydra
208206,Giant Ladybug
208210,"Kibo, Uktabi Prince"
208216,Mild-Mannered Librarian
208220,Primeval Herald
208224,Rampaging Growth
208229,"Runadi, Behemoth Caller"
208234,Spectral Hunt-Caller
208238,Towering Gibbon
208242,"Zask, Skittering Swarmlord"
208247,Dutiful Replicator
208251,Infernal Idol
208255,Instruments of War
208259,Planar Atlas
208263,Arrest
208273,Eidolon of Rhetoric
208283,Flicker of Fate
208299,"Kasmina, Enigmatic Mentor"
208308,Mirror Image
208318,Spectral Sailor
208338,Feast on the Fallen
208347,Oathsworn Vampire
208361,Stitcher's Supplier
208392,Rigging Runner
208396,Spear Spewer
208410,"Arlinn, Voice of the Pack"
208416,Caustic Caterpillar
208431,Hydra's Growth
208449,World Breaker
208515,Task Force
208529,Wizard Mentor
208539,Feast of Blood
208544,Festering Evil
208588,Aftershock
208600,Ruin in Their Wake
208627,Acrobatic Maneuver
208636,Aethershield Artificer
208640,"Ajani, Strength of the Pride"
208649,Alseid of Life's Bounty
208674,Apothecary Geist
208686,Attended Healer
208694,Basri's Acolyte
208706,Blessed Sanctuary
208710,Blessed Spirits
208714,Brightmare
208718,Bring to Trial
208722,Built to Last
208730,Captivating Unicorn
208738,Cavalry Drillmaster
208746,Combat Professor
208758,Dawning Angel
208762,Daybreak Chaplain
208766,Daybreak Charger
208787,Divine Verdict
208795,Dreadful Apathy
208808,Favored of Iroas
208820,Forced Worship
208824,Gallant Cavalry
208832,Giant Ox
208845,Glory Bearers
208853,Hotshot Mechanic
208866,Imperial Aerosaur
208870,Imperial Recovery Unit
208878,Inspiring Cleric
208882,Inspiring Overseer
208889,Justiciar's Portal
208897,Kitsune Ace
208905,Law-Rune Enforcer
208913,Leonin Warleader
208932,Martyr's Soul
208940,Mesa Lynx
208944,"Michiko Konda, Truth Seeker"
208957,Moment of Triumph
208965,Nightguard Patrol
208973,Not Forgotten
208977,Order of the Golden Cricket
208981,Phalanx Tactics
208989,Pillardrop Rescuer
208993,Pious Wayfarer
208997,Pouncing Lynx
209001,Prowling Felidar
209009,Rambunctious Mutt
209021,Righteous Valkyrie
209037,Savannah Sage
209046,Seller of Songbirds
209075,Spectral Steel
209083,Stalwart Valkyrie
209087,Starnheim Aspirant
209092,Steppe Lynx
209100,"Taranika, Akroan Veteran"
209104,Tempered Veteran
209113,Trained Caracal
209117,Transcendent Envoy
209121,Triplicate Spirits
209125,Trove Warden
209134,Valkyrie Harbinger
209145,Valorous Steed
209149,Weight of Conscience
209153,Wispweaver Angel
209161,Aeronaut Tinkerer
209168,Anchor to the Aether
209172,Aquatic Incursion
209184,Avalanche Caller
209188,Aviation Pioneer
209192,"Barrin, Tolarian Archmage"
209196,Berg Strider
209204,Bury in Books
209208,Chillerpillar
209212,Chilling Trap
209220,Crashing Tide
209244,Drownyard Explorers
209248,Elite Instructor
209252,Erdwal Illuminator
209260,Eyekite
209279,Fallowsage
209292,Floodhound
209296,Frostpeak Yeti
209300,Gearseeker Serpent
209304,Gearsmith Prodigy
209312,Glen Elendra Pranksters
209325,Icebind Pillar
209333,"Jace, Arcane Strategist"
209339,Jace's Scrutiny
209351,Library Larcenist
209355,Littjara Kinseekers
209359,Lookout's Dispersal
209363,Lumengrid Sentinel
209371,Marit Lage's Slumber
209383,Military Intelligence
209388,Mistwalker
209392,Moonfolk Puzzlemaker
209396,Multiple Choice
209400,Mystic Skyfish
209409,No Escape
209413,Octoprophet
209417,One With the Wind
209421,Oneirophage
209434,Perilous Voyage
209438,Pestermite
209442,Pilfering Hawk
209446,Press for Answers
209454,River Sneak
209463,Sage's Row Savant
209471,Seafloor Oracle
209475,Sentinels of Glen Elendra
209483,Shaper Apprentice
209508,Stinging Lionfish
209517,Stonybrook Angler
209521,Storm Sculptor
209525,Svyelun of Sea and Sky
209537,Teferi's Protege
209541,"Tezzeret, Artifice Master"
209551,Tolarian Kraken
209555,Tolarian Sentinel
209559,Tome Anima
209563,Triton Shorestalker
209566,Undersea Invader
209585,Watertrap Weaver
209589,Wavebreak Hippocamp
209593,Weldfast Wingsmith
209601,Winter's Rest
209617,Blight Keeper
209622,Blood Price
209660,Consign to the Pit
209672,Cruel Sadist
209696,Demon of Catastrophes
209700,Demonic Gifts
209711,Devouring Swarm
209720,Dread Presence
209725,Dread Rider
209790,Gnawing Zombie
209794,Gorging Vulture
209823,Ill-Gotten Inheritance
209835,Karfell Kennel-Master
209861,Liliana's Steward
209873,Marauding Blight-Priest
209881,Massacre Wurm
209885,Mire Blight
209893,Moment of Craving
209901,Necromancer's Stockpile
209909,Nested Ghoul
209917,"Ob Nixilis, the Hate-Twisted"
209921,Ob Nixilis's Cruelty
209938,Pit Keeper
209960,Returned Reveler
209977,Shadowborn Demon
209998,Sling-Gang Lieutenant
210007,Spark Reaper
210013,Strangling Spores
210029,Tormented Soul
210051,Vampire Envoy
210060,Vermin Gorger
210069,"Vito, Thorn of the Dusk Rose"
210090,Act on Impulse
210094,Arms Dealer
210099,Axgard Cavalry
210117,Big Score
210137,Bogardan Dragonheart
210141,Bolt Hound
210157,Burn Bright
210165,Catalyst Elemental
210169,"Chandra, Flame's Fury"
210175,Chandra's Magmutt
210179,Chandra's Pyreling
210183,Chandra's Pyrohelix
210187,Chandra's Spitfire
210191,Coalhauler Swine
210203,Dance with Devils
210238,Fanatical Firebrand
210247,Fiery Conclusion
210259,Firecannon Blast
210263,Flame Lash
210267,Flames of the Firebrand
210279,"Gadrak, the Crown-Scourge"
210284,Glint-Horn Buccaneer
210292,Goblin Artillery
210301,Goblin Oriflamme
210305,Goblin Psychopath
210327,Goldhound
210331,Goldspan Dragon
210335,Grotag Night-Runner
210356,Immersturm Raider
210361,Impending Doom
210373,Irreverent Revelers
210418,Magmatic Channeler
210435,"Muxus, Goblin Grandee"
210440,Nest Robber
210460,Professional Face-Breaker
210464,Pyre-Sledge Arsonist
210468,Quakefoot Cyclops
210476,Ravenous Giant
210484,Reckless Fireweaver
210508,"Sarkhan, the Dragonspeaker"
210516,Sarkhan's Whelp
210541,Sokenzan Smelter
210545,Spark of Creativity
210558,Spellgorger Weird
210562,Spiteful Prankster
210581,Sudden Breakthrough
210585,Swaggering Corsair
210589,Swift Kick
210604,Trove of Temptation
210608,Vault Robber
210612,Viashino Pyromancer
210616,Volley Veteran
210621,War-Name Aspirant
210637,Wildfire Elemental
210694,Canopy Baloth
210698,Challenger Troll
210711,Crawling Sensation
210728,Declare Dominance
210736,Drowsing Tyrannodon
210740,Drudge Beetle
210744,Duskshell Crawler
210754,Elderleaf Mentor
210759,Elven Bow
210763,Elvish Warmaster
210768,Engulfing Slagwurm
210783,Ferocious Pup
210807,Ghirapur Guide
210811,Giant Caterpillar
210829,Havenwood Wurm
210833,Hooting Mandrills
210849,Hunter's Edge
210863,Iridescent Hornbeetle
210908,Master's Rebuke
210920,Moonlight Hunt
210929,Nantuko Cultivator
210933,Nessian Hornbeetle
210937,Nightpack Ambusher
210955,Ornery Dilophosaur
210983,Pounce
210999,Pridemalkin
211003,Primordial Hydra
211022,Reckless Amplimancer
211031,Relentless Pursuit
211039,Roar of Challenge
211043,Roots of Wisdom
211051,Savage Punch
211055,Scale the Heights
211059,Scion Summoner
211091,Stalking Drone
211095,Swarm Shambler
211099,Titanic Brawl
211115,Wily Bandar
211127,Wolfwillow Haven
211132,Wolverine Riders
211151,Zendikar's Roil
211165,Warden of Geometries
211170,Adventuring Gear
211179,Alchemist's Vial
211183,Aradara Express
211195,Bloodline Pretender
211199,Campus Guide
211207,Circuit Mender
211236,Gearsmith Guardian
211244,Goldvein Pick
211252,Hammer of Ruin
211277,Infiltration Lens
211318,Monkey Cage
211343,Raiders' Karve
211373,Tamiyo's Journal
211383,Thaumaturge's Familiar
211408,Whirlermaker
211449,Piranha Marsh
211461,Shimmerdrift Vale
213733,Aegis of the Gods
213744,Ajani's Presence
213753,Akroan Mastiff
213762,Armament of Nyx
213782,Dawnbringer Charioteers
213791,Deicide
213811,Eagle of the Watch
213831,Font of Vigor
213840,Godsend
213851,Harvestguard Alseids
213861,Lagonna-Band Trailblazer
213881,Leonin Iconoclast
213890,Mortal Obstinacy
213908,Oppressive Rays
213918,Oreskos Swiftclaw
213928,Phalanx Formation
213937,Quarry Colossus
213956,Sightless Brawler
213965,Skybind
213976,Skyspear Cavalry
213984,Stonewise Fortifier
213993,Supply-Line Cranes
214001,Tethmos High Priest
214011,Aerial Formation
214020,Battlefield Thaumaturge
214039,Countermand
214049,Crystalline Nautilus
214059,Dakra Mystic
214070,Daring Thief
214088,Font of Fortunes
214097,Godhunter Octopus
214106,Hour of Need
214117,Hubris
214126,Hypnotic Siren
214145,Kiora's Dismissal
