,name
214155,Pin to the Earth
214164,Polymorphous Rush
214174,Pull from the Deep
214184,Riptide Chimera
214194,Rise of Eagles
214203,Sage of Hours
214232,Thassa's Devourer
214241,Thassa's Ire
214251,Triton Cavalry
214271,War-Wing Siren
214290,Agent of Erebos
214300,Aspect of Gorgon
214311,Bloodcrazed Hoplite
214330,Cast into Darkness
214339,Cruel Feeding
214348,Dictate of Erebos
214388,Feast of Dreams
214397,Felhide Petrifier
214407,Font of Return
214416,Gnarled Scarhide
214425,Grim Guardian
214434,"King Macar, the Gold-Cursed"
214445,Master of the Feast
214455,Nightmarish End
214464,Nyx Infusion
214473,Pharika's Chosen
214493,Ritual of the Returned
214502,Rotted Hulk
214511,Silence the Believers
214520,Spiteful Blow
214538,Thoughtrender Lamia
214549,Tormented Thoughts
214558,Worst Fears
214569,Akroan Line Breaker
214578,Bearer of the Heavens
214588,Bladetusk Boar
214597,Blinding Flare
214606,Cyclops of Eternal Fury
214616,Dictate of the Twin Gods
214636,Flamespeaker's Will
214655,Font of Ire
214664,Forgeborn Oreads
214674,Gluttonous Cyclops
214683,Harness by Force
214694,Knowledge and Power
214720,Mogis's Warhound
214729,Pensive Minotaur
214739,Prophetic Flamespeaker
214757,Rollick of Abandon
214766,Rouse the Mob
214775,Satyr Hoplite
214784,Sigiled Skink
214793,Spawn of Thraxes
214804,Spite of Mogis
214814,Starfall
214834,Wildfire Cerberus
214844,Bassara Tower Archer
214853,Colossal Heroics
214871,Desecration Plague
214880,Dictate of Karametra
214908,Golden Hind
214917,Goldenhide Ox
214936,Humbler of Mortals
214967,Market Festival
214976,Nature's Panoply
214985,Nessian Game Warden
214996,Oakheart Dryads
215005,Pheres-Band Thunderhoof
215013,Pheres-Band Warchief
215032,Renowned Weaver
215041,Reviving Melody
215050,Satyr Grovedancer
215060,Setessan Tactics
215080,Spirespine
215089,Strength from the Fallen
215099,Swarmborn Giant
215108,"Ajani, Mentor of Heroes"
215119,"Athreos, God of Passage"
215129,Desperate Stand
215138,Disciple of Deceit
215148,Fleetfeather Cockatrice
215166,"Keranos, God of Storms"
215176,"Kruphix, God of Horizons"
215195,"Pharika, God of Affliction"
215206,Revel of the Fallen God
215243,Chariot of Victory
215251,Deserter's Quarters
215269,Hall of Triumph
215322,Aven Warcraft
215341,Battlewise Aven
215360,Border Patrol
215369,Cagemail
215389,Commander Eesha
215400,Funeral Pyre
215421,Golden Wish
215441,Lead Astray
215470,Phantom Nomad
215489,Pulsemage Advocate
215510,Selfless Exorcist
215519,Shieldmage Advocate
215530,Silver Seraph
215541,Solitary Confinement
215551,Soulcatchers' Aerie
215603,Trained Pronghorn
215623,Valor
215644,Aven Fogbringer
215664,Cephalid Inkshrouder
215685,Defy Gravity
215696,Envelop
215707,Flash of Insight
215718,Grip of Amnesia
215727,Hapless Researcher
215745,Laquatus's Disdain
215755,Lost in Thought
215764,Mental Note
215774,Mirror Wall
215783,Mist of Stagnation
215814,Spelljack
215825,Telekinetic Bonds
215833,Web of Inertia
215852,Wormfang Behemoth
215861,Wormfang Crab
215881,Wormfang Manta
215891,Wormfang Newt
215901,Wormfang Turtle
215910,Balthor the Defiled
215930,Cabal Trainee
215940,Death Wish
215950,Earsplitting Rats
215961,Filth
215970,Grave Consequences
215990,Masked Gorgon
216000,Morality Shift
216011,Rats' Feast
216032,Sutured Ghoul
216042,Toxic Stench
216052,Treacherous Vampire
216062,Treacherous Werewolf
216092,Barbarian Bully
216101,Book Burning
216139,Dwarven Bloodboiler
216150,Dwarven Driller
216161,Dwarven Scorcher
216172,Ember Shot
216182,Firecat Blitz
216193,Flaring Pain
216203,Fledgling Dragon
216213,Goretusk Firebeast
216223,Infectious Rage
216233,"Jeska, Warrior Adept"
216244,Lava Dart
216253,Liberated Dwarf
216262,Lightning Surge
216272,Planar Chaos
216282,Shaman's Trance
216293,Soulgorger Orgg
216304,Spellgorger Barbarian
216314,Swelter
216324,Swirling Sandstorm
216345,Anurid Barkripper
216354,Anurid Swarmsnapper
216387,Canopy Claws
216397,Centaur Rootcaster
216408,Crush of Wurms
216430,Epic Struggle
216451,Exoskeletal Armor
216462,Folk Medicine
216472,Forcemage Advocate
216493,Giant Warthog
216503,Grizzly Fate
216512,Harvester Druid
216532,Krosan Reclamation
216542,Krosan Wayfarer
216563,Nantuko Tracer
216573,Nullmage Advocate
216582,Phantom Centaur
216612,Seedtime
216622,Serene Sunset
216632,Sudden Strength
216653,"Thriss, Nantuko Primus"
216663,Tunneler Wurm
216673,Venomous Vines
216683,Anurid Brushhopper
216746,Riftstone Portal
217014,"Lathril, Blade of the Elves"
217022,Ranar the Ever-Watchful
217029,Cosmic Intervention
217035,Hero of Bretagard
217041,Stoic Farmer
217048,Sage of the Beyond
217055,Spectral Deluge
217061,Tales of the Ancestors
217067,Pact of the Serpent
217073,Ruthless Winnower
217079,Serpent's Soul-Jar
217085,Bounty of Skemfar
217090,Crown of Skemfar
217102,Elderfang Venom
217108,Ethereal Valkyrie
217137,Cloudgoat Ranger
217147,Evangel of Heliod
217306,Prowess of the Fair
217318,Cultivator of Blades
217400,Nullmage Shepherd
217418,Rhys the Exiled
217425,Springbloom Druid
217451,Wirewood Channeler
217475,Casualties of War
217487,Empyrean Eagle
217513,Poison-Tip Archer
217541,Twinblade Assassins
217618,Cryptic Caves
221168,Aetherstorm Roc
221178,Angel of Invention
221188,Authority of the Consuls
221199,Aviary Mechanic
221219,Captured by the Consulate
221239,Consulate Surveillance
221249,Consul's Shieldguard
221259,Eddytrail Hawk
221268,Fairgrounds Warden
221278,Fragmentize
221288,Fumigate
221298,Gearshift Ace
221318,Herald of the Fair
221344,Master Trinketeer
221373,Propeller Pioneer
221381,Refurbish
221391,Revoke Privileges
221410,Skyswirl Harrier
221427,Tasseled Dromedary
221437,Thriving Ibex
221447,Toolcraft Exemplar
221457,Trusty Companion
221465,Visionary Augmenter
221485,Aether Meltdown
221495,Aether Theorist
221514,Aethersquall Ancient
221524,Ceremonious Rejection
221534,Confiscation Coup
221544,Curio Vendor
221552,Disappearing Act
221569,Era of Innovation
221579,Experimental Aviator
221588,Failed Inspection
221607,Glimmer of Genius
221617,Glint-Nest Crane
221627,Hightide Hermit
221637,Insidious Will
221647,Janjeet Sentry
221656,Long-Finned Skywhale
221666,Malfunction
221684,Minister of Inquiries
221694,Nimble Innovator
221712,Paradoxical Outcome
221723,Revolutionary Rebuff
221742,Select for Inspection
221752,Shrewd Negotiation
221761,Tezzeret's Ambition
221770,Thriving Turtle
221791,Vedalken Blademaster
221820,Aetherborn Marauder
221829,Ambitious Aetherborn
221838,Demon of Dark Schemes
221865,Die Young
221875,Dukhara Scavenger
221884,Eliminate the Competition
221893,Embraal Bruiser
221902,Essence Extraction
221911,Fortuitous Find
221921,Foundry Screecher
221930,Fretwork Colony
221948,Harsh Scrutiny
221966,Live Fast
221976,Lost Legacy
221986,Make Obsolete
222004,Maulfist Squad
222013,Midnight Oil
222041,Night Market Lookout
222079,Rush of Vitality
222090,Subtle Strike
222099,Syndicate Trafficker
222109,Thriving Rats
222119,Tidy Conclusion
222128,Underhanded Designs
222138,Weaponcraft Enthusiast
222148,Aethertorch Renegade
222158,Brazen Scourge
222169,Built to Smash
222227,Fateful Showdown
222237,Furious Reprisal
222246,Giant Spectacle
222255,Harnessed Lightning
222264,Hijack
222273,Incendiary Sabotage
222282,Inventor's Apprentice
222292,Lathnu Hellion
222301,Madcap Experiment
222310,Maulfist Doorbuster
222356,Ruinous Gremlin
222392,Speedway Fanatic
222402,Spireside Infiltrator
222411,Spontaneous Artist
222420,Start Your Engines
222429,Territorial Gorger
222438,Terror of the Fairgrounds
222447,Thriving Grubs
222456,Wayward Giant
222474,Appetite for the Unnatural
222484,Arborback Stomper
222495,Architect of the Untamed
222514,Attune with Aether
222524,Blossoming Defense
222535,Bristling Hydra
222545,Commencement of Festivities
222583,Dubious Challenge
222592,Durable Handicraft
222602,Elegant Edgecrafters
222610,Fairgrounds Trumpeter
222628,Highspire Artisan
222655,Larger Than Life
222666,Longtusk Cub
222686,"Nissa, Vital Force"
222697,Ornamental Courage
222716,Peema Outrider
222725,Riparian Tiger
222734,Sage of Shaila's Claim
222743,Servant of the Conduit
222752,Take Down
222761,Thriving Rhino
222770,Verdurous Gearhulk
222780,Wild Wanderer
222789,Wildest Dreams
222818,Contraband Kingpin
222828,"Depala, Pilot Exemplar"
222837,Dovin Baan
222847,Empyreal Voyager
222856,Engineered Might
222865,Hazardous Conditions
222894,Restoration Gearsmith
222903,Saheeli Rai
222922,Veteran Motorist
222932,Voltaic Brawler
222941,Whirler Virtuoso
222969,Aetherworks Marvel
222979,Animation Module
222998,Ballista Charger
223007,Bastion Mastodon
223016,Bomat Bazaar Barge
223026,Bomat Courier
223044,Cogworker's Puzzleknot
223063,Cultivator's Caravan
223073,Deadlock Trap
223082,Decoction Module
223092,Demolition Stomper
223102,Dukhara Peafowl
223111,Dynavolt Tower
223130,Electrostatic Pummeler
223140,Fabrication Module
223160,Fireforger's Puzzleknot
223170,Fleetwheel Cruiser
223189,Ghirapur Orrery
223198,Glassblower's Puzzleknot
223254,Multiform Wonder
223263,Narnam Cobra
223272,Ovalchase Dragster
223291,Perpetual Timepiece
223299,Prakhata Pillar-Bug
223318,Renegade Freighter
223328,Scrapheap Scrounger
223347,Sky Skiff
223356,"Skysovereign, Consul Flagship"
223366,Smuggler's Copter
223384,Torch Gauntlet
223392,Weldfast Monitor
223410,Woodweaver's Puzzleknot
223439,Blooming Marsh
223450,Botanical Sanctum
223461,Concealed Courtyard
223471,Inspiring Vantage
223482,Inventors' Fair
223491,Sequestered Stash
223501,Spirebluff Canal
223652,"Chandra, Pyrogenius"
223664,Liberating Combustion
223672,Renegade Firebrand
223686,"Nissa, Nature's Artisan"
223691,Guardian of the Great Conduit
223697,Terrain Elemental
223707,Verdant Crescendo
223749,Alabaster Kirin
223769,Dazzling Ramparts
223778,Defiant Strike
223787,End Hostilities
223797,Erase
223806,Feat of Resistance
223815,Firehoof Cavalry
223824,Herald of Anafenza
223842,Jeskai Student
223861,Mardu Hateblade
223871,Mardu Hordechief
223880,Master of Pearls
223889,Rush of Battle
223898,Sage-Eye Harrier
223907,Salt Road Patrol
223927,Siegecraft
223963,Timely Hordemate
223972,Venerable Lammasu
223981,War Behemoth
223990,Watcher of the Roost
224009,Blinding Spray
224076,Embodiment of Spring
224086,Force Away
224095,Glacial Stalker
224104,Icy Blast
224124,Jeskai Windscout
224144,Mistfire Weaver
224154,Monastery Flock
224172,Pearl Lake Ancient
224183,Quiet Contemplation
224202,Scaldkin
224211,Scion of Glaciers
224220,Set Adrift
224230,Singing Bell Strike
224239,Stubborn Denial
224250,Taigam's Scheming
224277,Waterwhirl
224286,Weave Fate
224295,Wetland Sambar
224304,Whirlwind Adept
224313,Bellowing Saddlebrute
224342,Dead Drop
224351,Debilitating Injury
224369,Disowned Ancestor
224389,Empty the Pits
224414,Gurmag Swiftwing
224423,Kheru Bloodsucker
224432,Kheru Dreadmaw
224441,Krumar Bond-Kin
224450,Mardu Skullhunter
224467,Molting Snakeskin
224476,Murderous Cut
224496,Raiders' Spoils
224507,Rakshasa's Secret
224518,Retribution of the Ancients
224526,Rite of the Serpent
224536,Rotting Mastodon
224554,Shambling Attendants
224565,Sidisi's Pet
224574,Sultai Scavenger
224595,Throttle
224604,Unyielding Krumar
224624,Ainok Tracker
224645,Arrow Storm
224654,Ashcloud Phoenix
224665,Barrage of Boulders
224673,Bloodfire Expert
224682,Bloodfire Mentor
224691,Bring Low
224709,Canyon Lurkers
224718,Crater's Claws
224730,Dragon Grip
224739,Dragon-Style Twins
224748,Goblinslide
224757,Horde Ambusher
224775,Howl of the Horde
224784,Jeering Instigator
224793,Leaping Master
224802,Mardu Blazebringer
224822,Mardu Warshrieker
224896,Valley Dasher
224914,Alpine Grizzly
224923,Archers' Parapet
224933,Awaken the Bear
224943,Become Immense
224954,Dragonscale Boon
224963,Feed the Clan
224983,Heir of the Wilds
224992,Highland Game
225021,Incremental Growth
225030,Kin-Tree Warden
225039,Longshot Squad
225047,Meandering Towershell
225066,Pine Walker
225076,Rattleclaw Mystic
225095,Sagu Archer
225114,Scout the Borders
225123,See the Unwritten
225144,Smoke Teller
225162,Temur Charger
225181,Tusked Colossodon
225219,Abomination of Gudul
225248,Abzan Guide
225257,"Anafenza, the Foremost"
225278,Armament Corps
225287,Avalanche Tusker
225305,Butcher of the Horde
225315,Chief of the Edge
225324,Chief of the Scale
225345,Death Frenzy
225375,Efreet Weaponmaster
225384,Flying Crane Technique
225393,Highspire Mantis
225411,Ivorytusk Fortress
225439,Kheru Lich Lord
225448,Kin-Tree Invocation
225459,Mantis Rider
225468,Mardu Ascendancy
225476,Mardu Charm
225486,Mardu Roughrider
225496,Master the Way
225505,Mindswipe
225524,Ponyback Brigade
225533,Rakshasa Deathdealer
225544,Rakshasa Vizier
225566,Sage of the Inward Eye
225585,Savage Knuckleblade
225628,Snowhorn Rider
225639,"Sorin, Solemn Visitor"
225690,Temur Ascendancy
225708,Trap Essence
225742,Warden of the Eye
225752,Winterflame
225771,Abzan Banner
225781,Altar of the Brood
225792,Briber's Purse
225802,Cranial Archive
225814,Dragon Throne of Tarkir
225823,Ghostfire Blade
225842,Jeskai Banner
225852,Lens of Clarity
225861,Mardu Banner
225870,Sultai Banner
225880,Temur Banner
225889,Ugin's Nexus
225897,Witness of the Ages
226309,"Admiral Brass, Unsinkable"
226316,"Clavileño, First of the Blessed"
226323,Hakbal of the Surging Soul
226332,"Pantlaza, Sun-Favored"
226340,"Carmen, Cruel Skymarcher"
226347,"Don Andres, the Renegade"
226356,"Wayta, Trainer Prodigy"
226365,"Xolatoyac, the Smiling Flood"
226374,Illustrious Wanderglyph
226410,Contest of Claws
226435,"Xavier Sal, Infested Captain"
226605,Bronzebeak Foragers
226610,Charismatic Conqueror
226614,Elenda's Hierophant
226618,From the Rubble
226623,March of the Canonized
226628,Redemption Choir
226633,The Indomitable
226638,Mist Dancer
226643,Ripples of Potential
226647,Storm Fleet Negotiator
226651,Wave Goodbye
226656,Dusk Legion Sergeant
226661,"Francisco, Fowl Marauder"
226665,The Grim Captain's Locker
226669,Master of Dark Rites
226681,Skeleton Crew
226686,Broadside Bombardiers
226690,Gemcutter Buccaneer
226694,Wrathful Raptors
226698,Bygone Marvels
226702,Curious Altisaur
226707,Deeproot Historian
226711,Dinosaur Egg
226716,Scion of Calamity
226721,Sunfrill Imitator
226726,Topography Tracker
226731,Tributary Instructor
226735,Order of Sacred Dusk
226739,Singer of Swift Rivers
226743,Arm-Mounted Anchor
226747,Progenitor's Icon
226890,Wedding Ring
226898,Amulet of Vigor
226918,"Chimil, the Inner Sun"
226926,Chromatic Orrery
227043,Bellowing Aegisaur
227059,Kinjalli's Sunwing
227065,Majestic Heliopterus
227070,Martyr of Dusk
227075,"Mavren Fein, Dusk Apostle"
227085,Radiant Destiny
227102,Temple Altisaur
227140,Benthic Biomancer
227161,Coralhelm Commander
227181,Deeproot Waters
227214,Herald of Secret Streams
227226,"Kopala, Warden of Waves"
227273,Sage of Fables
227295,Stonybrook Banneret
227301,Surgespanner
227312,"Thassa, God of the Sea"
227317,Thieving Skydiver
227323,Timestream Navigator
227328,Warkite Marauder
227376,Champion of Dusk
227382,Cordial Vampire
227387,Crossway Troublemakers
227392,Damn
227425,Fathom Fleet Captain
227436,Glass-Cast Heart
227441,Indulgent Aristocrat
227446,Lethal Scheme
227466,Olivia's Wrath
227481,Pitiless Plunderer
227487,Sanctum Seeker
227493,"Timothar, Baron of Bats"
227521,Angrath's Marauders
227546,Chandra's Ignition
227590,Marauding Raptor
227596,Otepec Huntmaster
227639,Deathgorge Scavenger
227644,Deeproot Elite
227660,Evolution Sage
227744,Ruinous Intrusion
227749,Runic Armasaur
227761,Shifting Ceratops
227776,Topiary Stomper
227793,Admiral Beckett Brass
227797,Atzocan Seer
227808,Cruel Celebrant
227848,"Kumena, Tyrant of Orazca"
227854,Legion Lieutenant
227859,Merfolk Mistbinder
227864,Merfolk Skydiver
227874,Prismari Command
227880,Quandrix Command
227896,Raging Swordtooth
227911,Regisaur Alpha
227918,Rhythm of the Wild
227923,Simic Ascendancy
227939,"Tishana, Voice of Thunder"
227949,"Vona, Butcher of Magan"
228362,Vineglimmer Snarl
228377,Abuelo's Awakening
228385,Acrobatic Leap
228393,Adaptive Gemguard
228401,Attentive Sunscribe
228409,Bat Colony
228431,Cosmium Blast
228439,Dauntless Dismantler
228449,Deconstruction Hammer
228457,Dusk Rose Reliquary
228465,Envoy of Okinec Ahau
228473,Fabrication Foundry
228481,Family Reunion
228489,Get Lost
228499,Glorifier of Suffering
228507,Guardian of the Great Door
228515,Helping Hand
228525,Ironpaw Aspirant
228533,Kinjalli's Dawnrunner
228541,Kutzil's Flanker
228549,Malamet War Scribe
228557,Market Gnome
228565,Might of the Ancestors
228573,Miner's Guidewing
228581,Mischievous Pup
228604,Oltec Archaeologists
228612,Oltec Cloud Guard
228634,Petrify
228642,Quicksand Whirlpool
228650,Resplendent Angel
228659,Ruin-Lurker Bat
228667,Sanguine Evangelist
228675,Soaring Sandwing
228697,Thousand Moons Crackshot
228705,Thousand Moons Infantry
228727,Tinker's Tote
228749,Vanguard of the Rose
228757,Warden of the Inner Sky
228766,"Akal Pakal, First Among Equals"
228774,Ancestral Reminiscence
228782,Brackish Blunder
228812,Cogwork Wrestler
228820,Confounding Riddle
228828,Council of Echoes
228836,Deeproot Pilgrimage
228845,Didact Echo
228853,Eaten by Piranhas
228891,Frilled Cave-Wurm
228899,Hermitic Nautilus
228907,Hurl into History
228929,Kitesail Larcenist
228953,"Malcolm, Alluring Scoundrel"
228963,Marauding Brinefang
228971,Merfolk Cave-Diver
228979,Oaken Siren
229003,Orazca Puzzle-Door
229011,Out of Air
229019,Pirate Hat
229027,Relic's Roar
229035,River Herald Scout
229043,Sage of Days
229051,Self-Reflection
229059,Shipwreck Sentry
229067,Sinuous Benthisaur
229075,Song of Stupefaction
229083,Spyglass Siren
229091,Staunch Crewmate
229099,Subterranean Schooner
229107,Tishana's Tidebinder
229116,Unlucky Drop
229138,Waterwind Scout
229146,Waylaying Pirates
229154,Zoetic Glyph
229162,Abyssal Gorestalker
229185,Acolyte of Aclazotz
229193,Another Chance
229201,Bitter Triumph
229210,Bloodletter of Aclazotz
229219,Bloodthorn Flail
229227,Bringer of the Last Gift
229235,Broodrage Mycoid
229243,Canonized in Blood
229251,Chupacabra Echo
229259,Corpses of the Lost
229275,Deathcap Marionette
229283,Deep Goblin Skulltaker
229291,Deep-Cavern Bat
229301,Defossilize
229309,Echo of Dusk
229317,Fanatical Offering
229326,Fungal Fortitude
229334,Gargantuan Leech
229356,Greedy Freebooter
229365,Join the Dead
229373,Malicious Eclipse
229381,Mephitic Draught
229389,Preacher of the Schism
229397,Primordial Gnawer
229405,Queen's Bay Paladin
229413,Rampaging Spiketail
229421,Ray of Ruin
229429,Screaming Phantom
229437,Skullcap Snail
229445,Soulcoil Viper
229453,Souls of the Lost
229463,Stalactite Stalker
229472,Starving Revenant
229480,Stinging Cave Crawler
229488,Synapse Necromage
229511,Terror Tide
229548,Vito's Inquisitor
229565,Ancestors' Aid
229573,Belligerent Yearling
229581,Bonehoard Dracosaur
229605,Brazen Blademaster
